2023-05-22 18:45: Experiment log path in: C:\Users\Jesse\Desktop\´ð±ç\Traffic_models\TARGCN_db\model\experiments\PEMS03\20230522184510
2023-05-22 19:12: Train Epoch 14: 0/490 Loss: 15.367204
2023-05-22 19:12: Train Epoch 14: 20/490 Loss: 14.927713
2023-05-22 19:12: Train Epoch 14: 40/490 Loss: 12.718134
2023-05-22 19:12: Train Epoch 14: 60/490 Loss: 13.713510
2023-05-22 19:12: Train Epoch 14: 80/490 Loss: 13.678107
2023-05-22 19:12: Train Epoch 14: 100/490 Loss: 14.509633
2023-05-22 19:12: Train Epoch 14: 120/490 Loss: 15.115378
2023-05-22 19:12: Train Epoch 14: 140/490 Loss: 15.188172
2023-05-22 19:12: Train Epoch 14: 160/490 Loss: 14.184296
2023-05-22 19:12: Train Epoch 14: 180/490 Loss: 15.282321
2023-05-22 19:13: Train Epoch 14: 200/490 Loss: 14.537908
2023-05-22 19:13: Train Epoch 14: 220/490 Loss: 15.043784
2023-05-22 19:13: Train Epoch 14: 240/490 Loss: 14.335875
2023-05-22 19:13: Train Epoch 14: 260/490 Loss: 12.928822
2023-05-22 19:13: Train Epoch 14: 280/490 Loss: 14.829286
2023-05-22 19:13: Train Epoch 14: 300/490 Loss: 14.665596
2023-05-22 19:13: Train Epoch 14: 320/490 Loss: 14.032893
2023-05-22 19:13: Train Epoch 14: 340/490 Loss: 13.575337
2023-05-22 19:13: Train Epoch 14: 360/490 Loss: 12.372356
2023-05-22 19:13: Train Epoch 14: 380/490 Loss: 13.488796
2023-05-22 19:13: Train Epoch 14: 400/490 Loss: 14.170153
2023-05-22 19:13: Train Epoch 14: 420/490 Loss: 13.522047
2023-05-22 19:13: Train Epoch 14: 440/490 Loss: 15.463402
2023-05-22 19:13: Train Epoch 14: 460/490 Loss: 14.218887
2023-05-22 19:14: Train Epoch 14: 480/490 Loss: 14.495389
2023-05-22 19:14: **********Train Epoch 14: averaged Loss: 14.183511, tf_ratio: 1.000000
2023-05-22 19:14: **********Val Epoch 14: average Loss: 15.051910
2023-05-22 19:14: Train Epoch 15: 0/490 Loss: 14.901361
2023-05-22 19:14: Train Epoch 15: 20/490 Loss: 14.159666
2023-05-22 19:14: Train Epoch 15: 40/490 Loss: 15.649121
2023-05-22 19:14: Train Epoch 15: 60/490 Loss: 14.332539
2023-05-22 19:14: Train Epoch 15: 80/490 Loss: 13.754862
2023-05-22 19:14: Train Epoch 15: 100/490 Loss: 13.789459
2023-05-22 19:14: Train Epoch 15: 120/490 Loss: 13.781611
2023-05-22 19:14: Train Epoch 15: 140/490 Loss: 14.398350
2023-05-22 19:14: Train Epoch 15: 160/490 Loss: 13.500857
2023-05-22 19:14: Train Epoch 15: 180/490 Loss: 14.228920
2023-05-22 19:14: Train Epoch 15: 200/490 Loss: 12.310013
2023-05-22 19:15: Train Epoch 15: 220/490 Loss: 14.034310
2023-05-22 19:15: Train Epoch 15: 240/490 Loss: 13.180829
2023-05-22 19:15: Train Epoch 15: 260/490 Loss: 13.225945
2023-05-22 19:15: Train Epoch 15: 280/490 Loss: 13.686079
2023-05-22 19:15: Train Epoch 15: 300/490 Loss: 14.155083
2023-05-22 19:15: Train Epoch 15: 320/490 Loss: 14.446463
2023-05-22 19:15: Train Epoch 15: 340/490 Loss: 14.159514
2023-05-22 19:15: Train Epoch 15: 360/490 Loss: 14.918129
2023-05-22 19:15: Train Epoch 15: 380/490 Loss: 14.688502
2023-05-22 19:15: Train Epoch 15: 400/490 Loss: 13.776977
2023-05-22 19:15: Train Epoch 15: 420/490 Loss: 12.556747
2023-05-22 19:15: Train Epoch 15: 440/490 Loss: 13.095014
2023-05-22 19:15: Train Epoch 15: 460/490 Loss: 13.352920
2023-05-22 19:15: Train Epoch 15: 480/490 Loss: 15.097214
2023-05-22 19:15: **********Train Epoch 15: averaged Loss: 14.088699, tf_ratio: 1.000000
2023-05-22 19:16: **********Val Epoch 15: average Loss: 14.775081
2023-05-22 19:16: ******Current best model saved:model_para/PEMS03/epoch_15.pth!
2023-05-22 19:16: Train Epoch 16: 0/490 Loss: 13.923568
2023-05-22 19:16: Train Epoch 16: 20/490 Loss: 15.203362
2023-05-22 19:16: Train Epoch 16: 40/490 Loss: 14.796417
2023-05-22 19:16: Train Epoch 16: 60/490 Loss: 14.351805
2023-05-22 19:16: Train Epoch 16: 80/490 Loss: 13.929835
2023-05-22 19:16: Train Epoch 16: 100/490 Loss: 13.378184
2023-05-22 19:16: Train Epoch 16: 120/490 Loss: 15.219766
2023-05-22 19:16: Train Epoch 16: 140/490 Loss: 13.030407
2023-05-22 19:16: Train Epoch 16: 160/490 Loss: 14.141417
2023-05-22 19:16: Train Epoch 16: 180/490 Loss: 13.076078
2023-05-22 19:16: Train Epoch 16: 200/490 Loss: 14.136182
2023-05-22 19:16: Train Epoch 16: 220/490 Loss: 14.568224
2023-05-22 19:17: Train Epoch 16: 240/490 Loss: 12.734712
2023-05-22 19:17: Train Epoch 16: 260/490 Loss: 12.748112
2023-05-22 19:17: Train Epoch 16: 280/490 Loss: 13.699286
2023-05-22 19:17: Train Epoch 16: 300/490 Loss: 11.376409
2023-05-22 19:17: Train Epoch 16: 320/490 Loss: 14.779994
2023-05-22 19:17: Train Epoch 16: 340/490 Loss: 14.123512
2023-05-22 19:17: Train Epoch 16: 360/490 Loss: 14.042200
2023-05-22 19:17: Train Epoch 16: 380/490 Loss: 13.117064
2023-05-22 19:17: Train Epoch 16: 400/490 Loss: 14.844425
2023-05-22 19:17: Train Epoch 16: 420/490 Loss: 14.760672
2023-05-22 19:17: Train Epoch 16: 440/490 Loss: 13.289415
2023-05-22 19:17: Train Epoch 16: 460/490 Loss: 15.060209
2023-05-22 19:17: Train Epoch 16: 480/490 Loss: 14.988846
2023-05-22 19:17: **********Train Epoch 16: averaged Loss: 14.059125, tf_ratio: 1.000000
2023-05-22 19:18: **********Val Epoch 16: average Loss: 14.764588
2023-05-22 19:18: ******Current best model saved:model_para/PEMS03/epoch_16.pth!
2023-05-22 19:18: Train Epoch 17: 0/490 Loss: 12.335036
2023-05-22 19:18: Train Epoch 17: 20/490 Loss: 13.937549
2023-05-22 19:18: Train Epoch 17: 40/490 Loss: 14.618210
2023-05-22 19:18: Train Epoch 17: 60/490 Loss: 12.491898
2023-05-22 19:18: Train Epoch 17: 80/490 Loss: 15.527164
2023-05-22 19:18: Train Epoch 17: 100/490 Loss: 13.320415
2023-05-22 19:18: Train Epoch 17: 120/490 Loss: 13.512695
2023-05-22 19:18: Train Epoch 17: 140/490 Loss: 15.259855
2023-05-22 19:18: Train Epoch 17: 160/490 Loss: 14.243753
2023-05-22 19:18: Train Epoch 17: 180/490 Loss: 14.825150
2023-05-22 19:18: Train Epoch 17: 200/490 Loss: 14.866622
2023-05-22 19:18: Train Epoch 17: 220/490 Loss: 13.010571
2023-05-22 19:18: Train Epoch 17: 240/490 Loss: 14.498431
2023-05-22 19:19: Train Epoch 17: 260/490 Loss: 13.540060
2023-05-22 19:19: Train Epoch 17: 280/490 Loss: 15.546672
2023-05-22 19:19: Train Epoch 17: 300/490 Loss: 13.762142
2023-05-22 19:19: Train Epoch 17: 320/490 Loss: 13.432982
2023-05-22 19:19: Train Epoch 17: 340/490 Loss: 12.735565
2023-05-22 19:19: Train Epoch 17: 360/490 Loss: 13.666308
2023-05-22 19:19: Train Epoch 17: 380/490 Loss: 13.611884
2023-05-22 19:19: Train Epoch 17: 400/490 Loss: 12.912807
2023-05-22 19:19: Train Epoch 17: 420/490 Loss: 14.664658
2023-05-22 19:19: Train Epoch 17: 440/490 Loss: 12.964158
2023-05-22 19:19: Train Epoch 17: 460/490 Loss: 13.983594
2023-05-22 19:19: Train Epoch 17: 480/490 Loss: 15.426030
2023-05-22 19:19: **********Train Epoch 17: averaged Loss: 13.920458, tf_ratio: 1.000000
2023-05-22 19:20: **********Val Epoch 17: average Loss: 14.646993
2023-05-22 19:20: ******Current best model saved:model_para/PEMS03/epoch_17.pth!
2023-05-22 19:20: Train Epoch 18: 0/490 Loss: 14.869430
2023-05-22 19:20: Train Epoch 18: 20/490 Loss: 15.363243
2023-05-22 19:20: Train Epoch 18: 40/490 Loss: 12.971196
2023-05-22 19:20: Train Epoch 18: 60/490 Loss: 15.039696
2023-05-22 19:20: Train Epoch 18: 80/490 Loss: 12.788157
2023-05-22 19:20: Train Epoch 18: 100/490 Loss: 13.448958
2023-05-22 19:20: Train Epoch 18: 120/490 Loss: 13.693401
2023-05-22 19:20: Train Epoch 18: 140/490 Loss: 13.981775
2023-05-22 19:20: Train Epoch 18: 160/490 Loss: 13.712864
2023-05-22 19:20: Train Epoch 18: 180/490 Loss: 12.468743
2023-05-22 19:20: Train Epoch 18: 200/490 Loss: 13.731321
2023-05-22 19:20: Train Epoch 18: 220/490 Loss: 13.779034
2023-05-22 19:20: Train Epoch 18: 240/490 Loss: 13.392098
2023-05-22 19:20: Train Epoch 18: 260/490 Loss: 13.738820
2023-05-22 19:21: Train Epoch 18: 280/490 Loss: 15.613913
2023-05-22 19:21: Train Epoch 18: 300/490 Loss: 13.324110
2023-05-22 19:21: Train Epoch 18: 320/490 Loss: 13.328614
2023-05-22 19:21: Train Epoch 18: 340/490 Loss: 12.963844
2023-05-22 19:21: Train Epoch 18: 360/490 Loss: 13.577316
2023-05-22 19:21: Train Epoch 18: 380/490 Loss: 14.017466
2023-05-22 19:21: Train Epoch 18: 400/490 Loss: 13.217787
2023-05-22 19:21: Train Epoch 18: 420/490 Loss: 13.341510
2023-05-22 19:21: Train Epoch 18: 440/490 Loss: 13.182638
2023-05-22 19:21: Train Epoch 18: 460/490 Loss: 13.227875
2023-05-22 19:21: Train Epoch 18: 480/490 Loss: 14.836653
2023-05-22 19:21: **********Train Epoch 18: averaged Loss: 13.872676, tf_ratio: 1.000000
2023-05-22 19:21: **********Val Epoch 18: average Loss: 14.691317
2023-05-22 19:21: Train Epoch 19: 0/490 Loss: 13.150521
2023-05-22 19:22: Train Epoch 19: 20/490 Loss: 12.225375
2023-05-22 19:22: Train Epoch 19: 40/490 Loss: 13.917221
2023-05-22 19:22: Train Epoch 19: 60/490 Loss: 11.389466
2023-05-22 19:22: Train Epoch 19: 80/490 Loss: 13.272531
2023-05-22 19:22: Train Epoch 19: 100/490 Loss: 12.754855
2023-05-22 19:22: Train Epoch 19: 120/490 Loss: 13.328089
2023-05-22 19:22: Train Epoch 19: 140/490 Loss: 14.259962
2023-05-22 19:22: Train Epoch 19: 160/490 Loss: 13.182923
2023-05-22 19:22: Train Epoch 19: 180/490 Loss: 13.851838
2023-05-22 19:22: Train Epoch 19: 200/490 Loss: 13.981410
2023-05-22 19:22: Train Epoch 19: 220/490 Loss: 13.806418
2023-05-22 19:22: Train Epoch 19: 240/490 Loss: 13.211191
2023-05-22 19:22: Train Epoch 19: 260/490 Loss: 13.844662
2023-05-22 19:22: Train Epoch 19: 280/490 Loss: 13.999970
2023-05-22 19:23: Train Epoch 19: 300/490 Loss: 12.934435
2023-05-22 19:23: Train Epoch 19: 320/490 Loss: 13.442574
2023-05-22 19:23: Train Epoch 19: 340/490 Loss: 14.276310
2023-05-22 19:23: Train Epoch 19: 360/490 Loss: 13.858997
2023-05-22 19:23: Train Epoch 19: 380/490 Loss: 15.064798
2023-05-22 19:23: Train Epoch 19: 400/490 Loss: 14.557846
2023-05-22 19:23: Train Epoch 19: 420/490 Loss: 14.003537
2023-05-22 19:23: Train Epoch 19: 440/490 Loss: 13.348646
2023-05-22 19:23: Train Epoch 19: 460/490 Loss: 13.430841
2023-05-22 19:23: Train Epoch 19: 480/490 Loss: 15.313975
2023-05-22 19:23: **********Train Epoch 19: averaged Loss: 13.786613, tf_ratio: 1.000000
2023-05-22 19:23: **********Val Epoch 19: average Loss: 14.598565
2023-05-22 19:23: ******Current best model saved:model_para/PEMS03/epoch_19.pth!
2023-05-22 19:23: Train Epoch 20: 0/490 Loss: 13.443897
2023-05-22 19:23: Train Epoch 20: 20/490 Loss: 13.099824
2023-05-22 19:24: Train Epoch 20: 40/490 Loss: 14.067339
2023-05-22 19:24: Train Epoch 20: 60/490 Loss: 13.164895
2023-05-22 19:24: Train Epoch 20: 80/490 Loss: 14.581043
2023-05-22 19:24: Train Epoch 20: 100/490 Loss: 14.939898
2023-05-22 19:24: Train Epoch 20: 120/490 Loss: 13.253748
2023-05-22 19:24: Train Epoch 20: 140/490 Loss: 12.959973
2023-05-22 19:24: Train Epoch 20: 160/490 Loss: 12.560717
2023-05-22 19:24: Train Epoch 20: 180/490 Loss: 13.178282
2023-05-22 19:24: Train Epoch 20: 200/490 Loss: 13.515660
2023-05-22 19:24: Train Epoch 20: 220/490 Loss: 12.930654
2023-05-22 19:24: Train Epoch 20: 240/490 Loss: 13.535768
2023-05-22 19:24: Train Epoch 20: 260/490 Loss: 13.805442
2023-05-22 19:24: Train Epoch 20: 280/490 Loss: 13.183690
2023-05-22 19:24: Train Epoch 20: 300/490 Loss: 14.335422
2023-05-22 19:25: Train Epoch 20: 320/490 Loss: 11.948542
2023-05-22 19:25: Train Epoch 20: 340/490 Loss: 15.022255
2023-05-22 19:25: Train Epoch 20: 360/490 Loss: 14.332734
2023-05-22 19:25: Train Epoch 20: 380/490 Loss: 12.116861
2023-05-22 19:25: Train Epoch 20: 400/490 Loss: 13.766186
2023-05-22 19:25: Train Epoch 20: 420/490 Loss: 14.166500
2023-05-22 19:25: Train Epoch 20: 440/490 Loss: 14.057587
2023-05-22 19:25: Train Epoch 20: 460/490 Loss: 13.235293
2023-05-22 19:25: Train Epoch 20: 480/490 Loss: 12.576852
2023-05-22 19:25: **********Train Epoch 20: averaged Loss: 13.708137, tf_ratio: 1.000000
2023-05-22 19:25: **********Val Epoch 20: average Loss: 14.470140
2023-05-22 19:25: ******Current best model saved:model_para/PEMS03/epoch_20.pth!
2023-05-22 19:25: Train Epoch 21: 0/490 Loss: 12.423520
2023-05-22 19:25: Train Epoch 21: 20/490 Loss: 12.055566
2023-05-22 19:26: Train Epoch 21: 40/490 Loss: 13.779184
2023-05-22 19:26: Train Epoch 21: 60/490 Loss: 14.472529
2023-05-22 19:26: Train Epoch 21: 80/490 Loss: 14.591948
2023-05-22 19:26: Train Epoch 21: 100/490 Loss: 13.113058
2023-05-22 19:26: Train Epoch 21: 120/490 Loss: 14.259568
2023-05-22 19:26: Train Epoch 21: 140/490 Loss: 13.445856
2023-05-22 19:26: Train Epoch 21: 160/490 Loss: 12.553023
2023-05-22 19:26: Train Epoch 21: 180/490 Loss: 12.881916
2023-05-22 19:26: Train Epoch 21: 200/490 Loss: 11.732375
2023-05-22 19:26: Train Epoch 21: 220/490 Loss: 14.893693
2023-05-22 19:26: Train Epoch 21: 240/490 Loss: 12.638080
2023-05-22 19:26: Train Epoch 21: 260/490 Loss: 12.349255
2023-05-22 19:26: Train Epoch 21: 280/490 Loss: 12.332964
2023-05-22 19:26: Train Epoch 21: 300/490 Loss: 14.866611
2023-05-22 19:27: Train Epoch 21: 320/490 Loss: 13.357636
2023-05-22 19:27: Train Epoch 21: 340/490 Loss: 12.160944
2023-05-22 19:27: Train Epoch 21: 360/490 Loss: 15.000464
2023-05-22 19:27: Train Epoch 21: 380/490 Loss: 14.424329
2023-05-22 19:27: Train Epoch 21: 400/490 Loss: 13.986214
2023-05-22 19:27: Train Epoch 21: 420/490 Loss: 14.530558
2023-05-22 19:27: Train Epoch 21: 440/490 Loss: 13.108324
2023-05-22 19:27: Train Epoch 21: 460/490 Loss: 14.666005
2023-05-22 19:27: Train Epoch 21: 480/490 Loss: 13.268819
2023-05-22 19:27: **********Train Epoch 21: averaged Loss: 13.657751, tf_ratio: 1.000000
2023-05-22 19:27: **********Val Epoch 21: average Loss: 14.503855
2023-05-22 19:27: Train Epoch 22: 0/490 Loss: 14.044676
2023-05-22 19:27: Train Epoch 22: 20/490 Loss: 13.664830
2023-05-22 19:27: Train Epoch 22: 40/490 Loss: 14.014562
2023-05-22 19:28: Train Epoch 22: 60/490 Loss: 14.544347
2023-05-22 19:28: Train Epoch 22: 80/490 Loss: 13.888777
2023-05-22 19:28: Train Epoch 22: 100/490 Loss: 12.700629
2023-05-22 19:28: Train Epoch 22: 120/490 Loss: 14.104383
2023-05-22 19:28: Train Epoch 22: 140/490 Loss: 12.925123
2023-05-22 19:28: Train Epoch 22: 160/490 Loss: 13.554235
2023-05-22 19:28: Train Epoch 22: 180/490 Loss: 13.241849
2023-05-22 19:28: Train Epoch 22: 200/490 Loss: 13.547776
2023-05-22 19:28: Train Epoch 22: 220/490 Loss: 13.744040
2023-05-22 19:28: Train Epoch 22: 240/490 Loss: 14.261607
2023-05-22 19:28: Train Epoch 22: 260/490 Loss: 13.545530
2023-05-22 19:28: Train Epoch 22: 280/490 Loss: 13.795959
2023-05-22 19:28: Train Epoch 22: 300/490 Loss: 13.479019
2023-05-22 19:28: Train Epoch 22: 320/490 Loss: 13.415141
2023-05-22 19:29: Train Epoch 22: 340/490 Loss: 13.560140
2023-05-22 19:29: Train Epoch 22: 360/490 Loss: 14.624321
2023-05-22 19:29: Train Epoch 22: 380/490 Loss: 13.088339
2023-05-22 19:29: Train Epoch 22: 400/490 Loss: 13.681616
2023-05-22 19:29: Train Epoch 22: 420/490 Loss: 14.361377
2023-05-22 19:29: Train Epoch 22: 440/490 Loss: 13.934469
2023-05-22 19:29: Train Epoch 22: 460/490 Loss: 12.907665
2023-05-22 19:29: Train Epoch 22: 480/490 Loss: 13.320420
2023-05-22 19:29: **********Train Epoch 22: averaged Loss: 13.613429, tf_ratio: 1.000000
2023-05-22 19:29: **********Val Epoch 22: average Loss: 14.523625
2023-05-22 19:29: Train Epoch 23: 0/490 Loss: 13.685587
2023-05-22 19:29: Train Epoch 23: 20/490 Loss: 12.958604
2023-05-22 19:29: Train Epoch 23: 40/490 Loss: 13.781936
2023-05-22 19:29: Train Epoch 23: 60/490 Loss: 13.273970
2023-05-22 19:30: Train Epoch 23: 80/490 Loss: 15.254065
2023-05-22 19:30: Train Epoch 23: 100/490 Loss: 13.894447
2023-05-22 19:30: Train Epoch 23: 120/490 Loss: 13.160893
2023-05-22 19:30: Train Epoch 23: 140/490 Loss: 12.955222
2023-05-22 19:30: Train Epoch 23: 160/490 Loss: 15.152840
2023-05-22 19:30: Train Epoch 23: 180/490 Loss: 14.022170
2023-05-22 19:30: Train Epoch 23: 200/490 Loss: 13.158857
2023-05-22 19:30: Train Epoch 23: 220/490 Loss: 14.306681
2023-05-22 19:30: Train Epoch 23: 240/490 Loss: 12.508159
2023-05-22 19:30: Train Epoch 23: 260/490 Loss: 11.675081
2023-05-22 19:30: Train Epoch 23: 280/490 Loss: 13.794963
2023-05-22 19:30: Train Epoch 23: 300/490 Loss: 14.504167
2023-05-22 19:30: Train Epoch 23: 320/490 Loss: 13.699474
2023-05-22 19:30: Train Epoch 23: 340/490 Loss: 14.976522
2023-05-22 19:31: Train Epoch 23: 360/490 Loss: 14.099010
2023-05-22 19:31: Train Epoch 23: 380/490 Loss: 13.343238
2023-05-22 19:31: Train Epoch 23: 400/490 Loss: 11.911187
2023-05-22 19:31: Train Epoch 23: 420/490 Loss: 12.808930
2023-05-22 19:31: Train Epoch 23: 440/490 Loss: 14.299399
2023-05-22 19:31: Train Epoch 23: 460/490 Loss: 12.801506
2023-05-22 19:31: Train Epoch 23: 480/490 Loss: 14.580935
2023-05-22 19:31: **********Train Epoch 23: averaged Loss: 13.553349, tf_ratio: 1.000000
2023-05-22 19:31: **********Val Epoch 23: average Loss: 14.546666
2023-05-22 19:31: Train Epoch 24: 0/490 Loss: 12.746509
2023-05-22 19:31: Train Epoch 24: 20/490 Loss: 14.670902
2023-05-22 19:31: Train Epoch 24: 40/490 Loss: 14.468915
2023-05-22 19:31: Train Epoch 24: 60/490 Loss: 11.590466
2023-05-22 19:31: Train Epoch 24: 80/490 Loss: 13.765104
2023-05-22 19:32: Train Epoch 24: 100/490 Loss: 13.756439
2023-05-22 19:32: Train Epoch 24: 120/490 Loss: 15.456546
2023-05-22 19:32: Train Epoch 24: 140/490 Loss: 13.702797
2023-05-22 19:32: Train Epoch 24: 160/490 Loss: 12.950150
2023-05-22 19:32: Train Epoch 24: 180/490 Loss: 13.008511
2023-05-22 19:32: Train Epoch 24: 200/490 Loss: 13.906592
2023-05-22 19:32: Train Epoch 24: 220/490 Loss: 15.235194
2023-05-22 19:32: Train Epoch 24: 240/490 Loss: 12.985939
2023-05-22 19:32: Train Epoch 24: 260/490 Loss: 13.637770
2023-05-22 19:32: Train Epoch 24: 280/490 Loss: 11.921729
2023-05-22 19:32: Train Epoch 24: 300/490 Loss: 12.441567
2023-05-22 19:32: Train Epoch 24: 320/490 Loss: 14.249893
2023-05-22 19:32: Train Epoch 24: 340/490 Loss: 12.430025
2023-05-22 19:32: Train Epoch 24: 360/490 Loss: 13.546952
2023-05-22 19:33: Train Epoch 24: 380/490 Loss: 14.325123
2023-05-22 19:33: Train Epoch 24: 400/490 Loss: 13.425303
2023-05-22 19:33: Train Epoch 24: 420/490 Loss: 12.475452
2023-05-22 19:33: Train Epoch 24: 440/490 Loss: 14.963448
2023-05-22 19:33: Train Epoch 24: 460/490 Loss: 13.025467
2023-05-22 19:33: Train Epoch 24: 480/490 Loss: 13.590687
2023-05-22 19:33: **********Train Epoch 24: averaged Loss: 13.527872, tf_ratio: 1.000000
2023-05-22 19:33: **********Val Epoch 24: average Loss: 14.460551
2023-05-22 19:33: ******Current best model saved:model_para/PEMS03/epoch_24.pth!
2023-05-22 19:33: Train Epoch 25: 0/490 Loss: 14.699167
2023-05-22 19:33: Train Epoch 25: 20/490 Loss: 12.844496
2023-05-22 19:33: Train Epoch 25: 40/490 Loss: 13.667084
2023-05-22 19:33: Train Epoch 25: 60/490 Loss: 11.613878
2023-05-22 19:33: Train Epoch 25: 80/490 Loss: 15.891520
2023-05-22 19:33: Train Epoch 25: 100/490 Loss: 11.681770
2023-05-22 19:34: Train Epoch 25: 120/490 Loss: 13.017148
2023-05-22 19:34: Train Epoch 25: 140/490 Loss: 13.748292
2023-05-22 19:34: Train Epoch 25: 160/490 Loss: 15.064121
2023-05-22 19:34: Train Epoch 25: 180/490 Loss: 11.962768
2023-05-22 19:34: Train Epoch 25: 200/490 Loss: 13.003881
2023-05-22 19:34: Train Epoch 25: 220/490 Loss: 13.848449
2023-05-22 19:34: Train Epoch 25: 240/490 Loss: 13.545814
2023-05-22 19:34: Train Epoch 25: 260/490 Loss: 15.493277
2023-05-22 19:34: Train Epoch 25: 280/490 Loss: 12.084045
2023-05-22 19:34: Train Epoch 25: 300/490 Loss: 11.756817
2023-05-22 19:34: Train Epoch 25: 320/490 Loss: 12.033354
2023-05-22 19:34: Train Epoch 25: 340/490 Loss: 13.009452
2023-05-22 19:34: Train Epoch 25: 360/490 Loss: 13.760903
2023-05-22 19:34: Train Epoch 25: 380/490 Loss: 13.858091
2023-05-22 19:35: Train Epoch 25: 400/490 Loss: 13.881258
2023-05-22 19:35: Train Epoch 25: 420/490 Loss: 13.355381
2023-05-22 19:35: Train Epoch 25: 440/490 Loss: 13.306105
2023-05-22 19:35: Train Epoch 25: 460/490 Loss: 13.464527
2023-05-22 19:35: Train Epoch 25: 480/490 Loss: 13.168116
2023-05-22 19:35: **********Train Epoch 25: averaged Loss: 13.445471, tf_ratio: 1.000000
2023-05-22 19:35: **********Val Epoch 25: average Loss: 14.495176
2023-05-22 19:35: Train Epoch 26: 0/490 Loss: 12.723873
2023-05-22 19:35: Train Epoch 26: 20/490 Loss: 14.942450
2023-05-22 19:35: Train Epoch 26: 40/490 Loss: 12.323822
2023-05-22 19:35: Train Epoch 26: 60/490 Loss: 13.352493
2023-05-22 19:35: Train Epoch 26: 80/490 Loss: 13.352698
2023-05-22 19:35: Train Epoch 26: 100/490 Loss: 13.440174
2023-05-22 19:35: Train Epoch 26: 120/490 Loss: 13.090837
2023-05-22 19:36: Train Epoch 26: 140/490 Loss: 12.431598
2023-05-22 19:36: Train Epoch 26: 160/490 Loss: 13.207757
2023-05-22 19:36: Train Epoch 26: 180/490 Loss: 13.288461
2023-05-22 19:36: Train Epoch 26: 200/490 Loss: 12.019968
2023-05-22 19:36: Train Epoch 26: 220/490 Loss: 12.480133
2023-05-22 19:36: Train Epoch 26: 240/490 Loss: 12.881361
2023-05-22 19:36: Train Epoch 26: 260/490 Loss: 13.077237
2023-05-22 19:36: Train Epoch 26: 280/490 Loss: 14.368237
2023-05-22 19:36: Train Epoch 26: 300/490 Loss: 12.461617
2023-05-22 19:36: Train Epoch 26: 320/490 Loss: 14.164712
2023-05-22 19:36: Train Epoch 26: 340/490 Loss: 14.769424
2023-05-22 19:36: Train Epoch 26: 360/490 Loss: 11.267825
2023-05-22 19:36: Train Epoch 26: 380/490 Loss: 13.185268
2023-05-22 19:36: Train Epoch 26: 400/490 Loss: 12.168653
2023-05-22 19:37: Train Epoch 26: 420/490 Loss: 14.484550
2023-05-22 19:37: Train Epoch 26: 440/490 Loss: 13.385621
2023-05-22 19:37: Train Epoch 26: 460/490 Loss: 13.234279
2023-05-22 19:37: Train Epoch 26: 480/490 Loss: 14.486866
2023-05-22 19:37: **********Train Epoch 26: averaged Loss: 13.372694, tf_ratio: 1.000000
2023-05-22 19:37: **********Val Epoch 26: average Loss: 14.381280
2023-05-22 19:37: ******Current best model saved:model_para/PEMS03/epoch_26.pth!
2023-05-22 19:37: Train Epoch 27: 0/490 Loss: 12.392416
2023-05-22 19:37: Train Epoch 27: 20/490 Loss: 13.273192
2023-05-22 19:37: Train Epoch 27: 40/490 Loss: 13.510286
2023-05-22 19:37: Train Epoch 27: 60/490 Loss: 13.610773
2023-05-22 19:37: Train Epoch 27: 80/490 Loss: 12.990827
2023-05-22 19:37: Train Epoch 27: 100/490 Loss: 14.670826
2023-05-22 19:37: Train Epoch 27: 120/490 Loss: 13.452169
2023-05-22 19:37: Train Epoch 27: 140/490 Loss: 12.779764
2023-05-22 19:38: Train Epoch 27: 160/490 Loss: 10.928662
2023-05-22 19:38: Train Epoch 27: 180/490 Loss: 13.739498
2023-05-22 19:38: Train Epoch 27: 200/490 Loss: 12.362889
2023-05-22 19:38: Train Epoch 27: 220/490 Loss: 12.951976
2023-05-22 19:38: Train Epoch 27: 240/490 Loss: 14.253361
2023-05-22 19:38: Train Epoch 27: 260/490 Loss: 12.893500
2023-05-22 19:38: Train Epoch 27: 280/490 Loss: 12.435637
2023-05-22 19:38: Train Epoch 27: 300/490 Loss: 12.964964
2023-05-22 19:38: Train Epoch 27: 320/490 Loss: 14.549134
2023-05-22 19:38: Train Epoch 27: 340/490 Loss: 13.072628
2023-05-22 19:38: Train Epoch 27: 360/490 Loss: 12.345887
2023-05-22 19:38: Train Epoch 27: 380/490 Loss: 13.271086
2023-05-22 19:38: Train Epoch 27: 400/490 Loss: 13.889528
2023-05-22 19:38: Train Epoch 27: 420/490 Loss: 14.442373
2023-05-22 19:39: Train Epoch 27: 440/490 Loss: 13.480144
2023-05-22 19:39: Train Epoch 27: 460/490 Loss: 13.777205
2023-05-22 19:39: Train Epoch 27: 480/490 Loss: 13.888341
2023-05-22 19:39: **********Train Epoch 27: averaged Loss: 13.349415, tf_ratio: 1.000000
2023-05-22 19:39: **********Val Epoch 27: average Loss: 14.341015
2023-05-22 19:39: ******Current best model saved:model_para/PEMS03/epoch_27.pth!
2023-05-22 19:39: Train Epoch 28: 0/490 Loss: 12.973595
2023-05-22 19:39: Train Epoch 28: 20/490 Loss: 14.931576
2023-05-22 19:39: Train Epoch 28: 40/490 Loss: 13.923185
2023-05-22 19:39: Train Epoch 28: 60/490 Loss: 12.322661
2023-05-22 19:39: Train Epoch 28: 80/490 Loss: 13.632056
2023-05-22 19:39: Train Epoch 28: 100/490 Loss: 14.145115
